champ_name,counter_name,championId,counterId,champ_kda,counter_kda,champ_kill participation,counter_kill participation,champ_dmgtochamp,counter_dmgtochamp,champ_win ratio,counter_win ratio,champ_position win rate,counter_position win rate,champ_position pick rate,counter_position pick rate,champ_ban rate,counter_ban rate
Sejuani,Olaf,113,2,3.6,2.39,0.517,0.51,12094,17149,0.5609,0.4391,0.5138,0.4805,0.0168,0.0198,0.0009,0.0127
Morgana,Graves,25,104,3.09,2.39,0.499,0.467,15063,15610,0.5544,0.4456,0.5135,0.4524,0.0793,0.0537,0.485,0.0228
Trundle,Gragas,48,79,3.22,2.78,0.497,0.489,12785,15097,0.5429,0.4571,0.4991,0.5147,0.0085,0.0191,0.0007,0.0032
Lee Sin,Elise,64,60,2.69,2.76,0.534,0.51,13793,15423,0.4756,0.5244,0.5123,0.5268,0.2982,0.1231,0.4717,0.514
Rengar,Lee Sin,107,64,2.12,3.08,0.475,0.532,15485,15293,0.4228,0.5772,0.4819,0.5123,0.0086,0.2982,0.0111,0.4717
Karthus,Shaco,30,35,2.46,2.72,0.559,0.5,26503,14993,0.5137,0.4863,0.522,0.5114,0.0283,0.0741,0.0393,0.287
Graves,Kindred,104,203,2.37,2.35,0.465,0.492,14609,16576,0.4662,0.5338,0.4524,0.5016,0.0537,0.1107,0.0228,0.0594
Shaco,Hecarim,35,120,3.0,2.75,0.52,0.51,15790,14289,0.5354,0.4646,0.5114,0.4491,0.0741,0.0182,0.287,0.019
Trundle,Kayn,48,141,3.03,2.48,0.499,0.486,13934,17589,0.4971,0.5029,0.4991,0.4961,0.0085,0.0639,0.0007,0.013
Wukong,Gwen,62,887,2.8,2.83,0.482,0.521,15453,18354,0.5125,0.4875,0.4928,0.4859,0.0079,0.0113,0.0097,0.2427
Rumble,Rengar,68,107,2.74,2.23,0.52,0.478,18761,16146,0.5277,0.4723,0.4892,0.4819,0.1175,0.0086,0.2828,0.0111
Elise,Xin Zhao,60,5,2.73,2.2,0.507,0.485,14874,15191,0.5128,0.4872,0.5268,0.5188,0.1231,0.0734,0.514,0.0173
Gragas,Kayn,79,141,2.91,2.52,0.479,0.492,16656,17625,0.4724,0.5276,0.5147,0.4961,0.0191,0.0639,0.0032,0.013
Ekko,Ivern,245,427,2.67,3.69,0.505,0.486,15187,8276,0.4679,0.5321,0.494,0.5256,0.0476,0.009,0.0128,0.0018
Amumu,Volibear,32,106,2.49,2.98,0.483,0.492,12619,12663,0.4809,0.5191,0.4848,0.5031,0.0063,0.0147,0.0017,0.0476
Sejuani,Zac,113,154,3.5,3.57,0.541,0.545,13885,14207,0.5196,0.4804,0.5138,0.5129,0.0168,0.0361,0.0009,0.0073
Taliyah,Morgana,163,25,2.58,2.95,0.521,0.514,18377,15204,0.4932,0.5068,0.5241,0.5135,0.0269,0.0793,0.0032,0.485
Amumu,Graves,32,104,2.72,2.44,0.462,0.473,12397,15478,0.5525,0.4475,0.4848,0.4524,0.0063,0.0537,0.0017,0.0228
Sejuani,Rengar,113,107,3.74,2.22,0.561,0.473,13410,16043,0.5821,0.4179,0.5138,0.4819,0.0168,0.0086,0.0009,0.0111
Master Yi,Jarvan IV,11,59,2.12,3.35,0.482,0.595,17089,12641,0.4955,0.5045,0.466,0.5015,0.023,0.0237,0.0052,0.0007
Jax,Master Yi,24,11,2.45,2.0,0.448,0.45,14317,14312,0.5265,0.4735,0.4894,0.466,0.0052,0.023,0.0239,0.0052
Viego,Ekko,234,245,2.3,2.97,0.48,0.506,16768,17252,0.4715,0.5285,0.4786,0.494,0.0718,0.0476,0.1371,0.0128
Gragas,Zac,79,154,2.95,3.85,0.506,0.527,16688,13720,0.469,0.531,0.5147,0.5129,0.0191,0.0361,0.0032,0.0073
Graves,Poppy,104,78,2.26,3.16,0.468,0.491,15293,13270,0.425,0.575,0.4524,0.4965,0.0537,0.0305,0.0228,0.0381
Jax,Elise,24,60,2.06,2.89,0.43,0.505,13157,15546,0.4583,0.5417,0.4894,0.5268,0.0052,0.1231,0.0239,0.514
Sejuani,Volibear,113,106,3.03,3.24,0.515,0.509,12231,13160,0.4529,0.5471,0.5138,0.5031,0.0168,0.0147,0.0009,0.0476
Nunu & Willump,Lee Sin,20,64,2.91,3.1,0.537,0.547,11181,15483,0.4926,0.5074,0.505,0.5123,0.0373,0.2982,0.011,0.4717
Xin Zhao,Shaco,5,35,2.24,2.88,0.48,0.53,16701,15104,0.5177,0.4823,0.5188,0.5114,0.0734,0.0741,0.0173,0.287
Ivern,Olaf,427,2,4.53,2.19,0.545,0.481,7860,13754,0.5196,0.4804,0.5256,0.4805,0.009,0.0198,0.0018,0.0127
Morgana,Xin Zhao,25,5,2.95,2.35,0.515,0.474,15130,15827,0.4875,0.5125,0.5135,0.5188,0.0793,0.0734,0.485,0.0173
Volibear,Kindred,106,203,2.75,2.31,0.473,0.517,11618,17959,0.5016,0.4984,0.5031,0.5016,0.0147,0.1107,0.0476,0.0594
Nidalee,Warwick,76,19,2.62,2.6,0.511,0.499,16721,12826,0.4512,0.5488,0.4819,0.51,0.104,0.0223,0.0465,0.003
Amumu,Ivern,32,427,2.1,3.58,0.471,0.508,10643,9209,0.4412,0.5588,0.4848,0.5256,0.0063,0.009,0.0017,0.0018
Udyr,Taliyah,77,163,2.79,2.71,0.439,0.518,9535,16140,0.4729,0.5271,0.4838,0.5241,0.0211,0.0269,0.0151,0.0032
Fiddlesticks,Gwen,9,887,3.09,2.45,0.511,0.477,16573,17508,0.5591,0.4409,0.5293,0.4859,0.0349,0.0113,0.0151,0.2427
Poppy,Gwen,78,887,2.87,2.43,0.466,0.458,13069,16112,0.5175,0.4825,0.4965,0.4859,0.0305,0.0113,0.0381,0.2427
Diana,Viego,131,234,2.46,2.48,0.499,0.493,17506,16141,0.4936,0.5064,0.4855,0.4786,0.0876,0.0718,0.0866,0.1371
Nidalee,Taliyah,76,163,2.69,2.74,0.498,0.531,15948,18033,0.4725,0.5275,0.4819,0.5241,0.104,0.0269,0.0465,0.0032
Rengar,Trundle,107,48,2.11,3.31,0.448,0.506,16219,14412,0.3882,0.6118,0.4819,0.4991,0.0086,0.0085,0.0111,0.0007
Poppy,Nocturne,78,56,2.69,2.79,0.499,0.504,13932,15199,0.463,0.537,0.4965,0.498,0.0305,0.0378,0.0381,0.0236
Shaco,Rumble,35,68,2.92,2.58,0.516,0.509,15130,18566,0.5196,0.4804,0.5114,0.4892,0.0741,0.1175,0.287,0.2828
Volibear,Graves,106,104,2.89,2.56,0.473,0.485,11961,17150,0.5188,0.4812,0.5031,0.4524,0.0147,0.0537,0.0476,0.0228
Poppy,Fiddlesticks,78,9,2.78,2.96,0.503,0.519,13344,16675,0.4658,0.5342,0.4965,0.5293,0.0305,0.0349,0.0381,0.0151
Zac,Jax,154,24,4.26,2.2,0.521,0.461,13947,15135,0.5711,0.4289,0.5129,0.4894,0.0361,0.0052,0.0073,0.0239
Nunu & Willump,Morgana,20,25,2.74,3.38,0.503,0.53,10073,16550,0.4549,0.5451,0.505,0.5135,0.0373,0.0793,0.011,0.485
Jax,Vi,24,254,2.31,2.51,0.455,0.484,13929,13283,0.4943,0.5057,0.4894,0.4944,0.0052,0.0131,0.0239,0.0008
Poppy,Elise,78,60,2.61,2.76,0.499,0.506,13094,15528,0.4751,0.5249,0.4965,0.5268,0.0305,0.1231,0.0381,0.514
Lee Sin,Rammus,64,33,2.98,2.9,0.544,0.517,14595,12280,0.4873,0.5127,0.5123,0.5005,0.2982,0.0151,0.4717,0.0178
Rengar,Sejuani,107,113,2.22,3.74,0.473,0.561,16043,13410,0.4179,0.5821,0.4819,0.5138,0.0086,0.0168,0.0111,0.0009
Olaf,Lee Sin,2,64,2.36,3.04,0.498,0.547,16635,15161,0.4783,0.5217,0.4805,0.5123,0.0198,0.2982,0.0127,0.4717
Master Yi,Volibear,11,106,2.0,3.17,0.466,0.49,16029,12663,0.4451,0.5549,0.466,0.5031,0.023,0.0147,0.0052,0.0476
Udyr,Lee Sin,77,64,2.8,2.91,0.477,0.536,10924,14284,0.4949,0.5051,0.4838,0.5123,0.0211,0.2982,0.0151,0.4717
Nunu & Willump,Karthus,20,30,3.31,2.61,0.54,0.57,11677,26649,0.5185,0.4815,0.505,0.522,0.0373,0.0283,0.011,0.0393
Master Yi,Diana,11,131,2.3,2.47,0.487,0.49,16654,16562,0.5008,0.4992,0.466,0.4855,0.023,0.0876,0.0052,0.0866
Nocturne,Amumu,56,32,2.62,2.67,0.494,0.476,15138,13145,0.4829,0.5171,0.498,0.4848,0.0378,0.0063,0.0236,0.0017
Vi,Morgana,254,25,2.3,3.25,0.461,0.519,13284,16008,0.4718,0.5282,0.4944,0.5135,0.0131,0.0793,0.0008,0.485
Elise,Lillia,60,876,2.95,2.38,0.493,0.488,15402,16021,0.5725,0.4275,0.5268,0.454,0.1231,0.0152,0.514,0.0037
Warwick,Elise,19,60,2.4,2.66,0.512,0.512,12600,15526,0.4967,0.5033,0.51,0.5268,0.0223,0.1231,0.003,0.514
Rammus,Nocturne,33,56,2.95,2.61,0.514,0.5,13327,14974,0.5184,0.4816,0.5005,0.498,0.0151,0.0378,0.0178,0.0236
Poppy,Rumble,78,68,2.71,2.88,0.49,0.538,13313,19176,0.4904,0.5096,0.4965,0.4892,0.0305,0.1175,0.0381,0.2828
Vi,Jax,254,24,2.51,2.31,0.484,0.455,13283,13929,0.5057,0.4943,0.4944,0.4894,0.0131,0.0052,0.0008,0.0239
Nidalee,Kindred,76,203,2.67,2.28,0.491,0.499,15246,17004,0.4683,0.5317,0.4819,0.5016,0.104,0.1107,0.0465,0.0594
Volibear,Taliyah,106,163,2.82,2.75,0.476,0.538,11863,19905,0.5203,0.4797,0.5031,0.5241,0.0147,0.0269,0.0476,0.0032
Graves,Xin Zhao,104,5,2.36,2.46,0.479,0.473,14955,15558,0.4429,0.5571,0.4524,0.5188,0.0537,0.0734,0.0228,0.0173
Sejuani,Gwen,113,887,3.27,2.61,0.521,0.511,13353,19455,0.478,0.522,0.5138,0.4859,0.0168,0.0113,0.0009,0.2427
Shyvana,Jarvan IV,102,59,2.35,3.58,0.45,0.564,17137,12068,0.4788,0.5212,0.4748,0.5015,0.0057,0.0237,0.0008,0.0007
Xin Zhao,Karthus,5,30,2.56,2.34,0.479,0.557,16865,25367,0.5484,0.4516,0.5188,0.522,0.0734,0.0283,0.0173,0.0393
Xin Zhao,Jarvan IV,5,59,2.52,3.0,0.506,0.597,16731,12118,0.5475,0.4525,0.5188,0.5015,0.0734,0.0237,0.0173,0.0007
Morgana,Jax,25,24,3.21,2.13,0.52,0.43,15794,13187,0.5162,0.4838,0.5135,0.4894,0.0793,0.0052,0.485,0.0239
Taliyah,Ekko,163,245,2.77,2.76,0.534,0.497,19185,16414,0.5,0.5,0.5241,0.494,0.0269,0.0476,0.0032,0.0128
Gwen,Vi,887,254,2.41,2.74,0.46,0.491,16238,14133,0.4505,0.5495,0.4859,0.4944,0.0113,0.0131,0.2427,0.0008
Lee Sin,Rumble,64,68,2.95,2.6,0.535,0.53,14886,18728,0.5312,0.4688,0.5123,0.4892,0.2982,0.1175,0.4717,0.2828
Ekko,Jax,245,24,2.75,2.34,0.498,0.445,16192,15154,0.4839,0.5161,0.494,0.4894,0.0476,0.0052,0.0128,0.0239
Jax,Rumble,24,68,2.22,2.84,0.441,0.531,14130,18754,0.5178,0.4822,0.4894,0.4892,0.0052,0.1175,0.0239,0.2828
Rammus,Shaco,33,35,2.65,3.33,0.487,0.533,12365,16068,0.4741,0.5259,0.5005,0.5114,0.0151,0.0741,0.0178,0.287
Jarvan IV,Nocturne,59,56,3.27,2.58,0.602,0.504,13252,15095,0.4768,0.5232,0.5015,0.498,0.0237,0.0378,0.0007,0.0236
Taliyah,Ivern,163,427,2.66,4.22,0.55,0.507,17799,7385,0.4767,0.5233,0.5241,0.5256,0.0269,0.009,0.0032,0.0018
Nunu & Willump,Rengar,20,107,3.15,2.34,0.528,0.482,11597,16497,0.5617,0.4383,0.505,0.4819,0.0373,0.0086,0.011,0.0111
Trundle,Wukong,48,62,2.75,3.04,0.517,0.5,12309,14606,0.4174,0.5826,0.4991,0.4928,0.0085,0.0079,0.0007,0.0097
Amumu,Rek'Sai,32,421,2.52,2.67,0.496,0.504,13008,14693,0.4712,0.5288,0.4848,0.5038,0.0063,0.0507,0.0017,0.0542
Ivern,Poppy,427,78,3.6,2.44,0.516,0.482,8208,11774,0.5128,0.4872,0.5256,0.4965,0.009,0.0305,0.0018,0.0381
Morgana,Shaco,25,35,2.83,2.79,0.506,0.509,15928,14796,0.5037,0.4963,0.5135,0.5114,0.0793,0.0741,0.485,0.287
Amumu,Lillia,32,876,2.55,2.62,0.471,0.505,13398,18353,0.5111,0.4889,0.4848,0.454,0.0063,0.0152,0.0017,0.0037
Viego,Kayn,234,141,2.37,2.5,0.477,0.493,17102,17215,0.4917,0.5083,0.4786,0.4961,0.0718,0.0639,0.1371,0.013
Viego,Volibear,234,106,2.27,2.94,0.483,0.49,16080,12608,0.4788,0.5212,0.4786,0.5031,0.0718,0.0147,0.1371,0.0476
Graves,Udyr,104,77,2.36,3.06,0.472,0.461,15418,10691,0.4542,0.5458,0.4524,0.4838,0.0537,0.0211,0.0228,0.0151
Shyvana,Wukong,102,62,2.88,2.85,0.465,0.486,17718,14066,0.5481,0.4519,0.4748,0.4928,0.0057,0.0079,0.0008,0.0097
Lillia,Volibear,876,106,2.71,2.89,0.516,0.467,18326,12456,0.4167,0.5833,0.454,0.5031,0.0152,0.0147,0.0037,0.0476
Evelynn,Amumu,28,32,3.07,2.69,0.508,0.49,20176,13674,0.5366,0.4634,0.5243,0.4848,0.0339,0.0063,0.0203,0.0017
Rek'Sai,Rumble,421,68,2.58,2.79,0.511,0.539,14557,18438,0.5066,0.4934,0.5038,0.4892,0.0507,0.1175,0.0542,0.2828
Shaco,Jarvan IV,35,59,2.96,3.15,0.531,0.587,15658,13201,0.513,0.487,0.5114,0.5015,0.0741,0.0237,0.287,0.0007
Trundle,Evelynn,48,28,2.95,3.02,0.498,0.52,13168,20005,0.5099,0.4901,0.4991,0.5243,0.0085,0.0339,0.0007,0.0203
Rengar,Evelynn,107,28,2.43,2.59,0.469,0.489,17575,18878,0.505,0.495,0.4819,0.5243,0.0086,0.0339,0.0111,0.0203
Kha'Zix,Olaf,121,2,2.6,2.37,0.492,0.475,17561,15792,0.5108,0.4892,0.5083,0.4805,0.0498,0.0198,0.0054,0.0127
Volibear,Lee Sin,106,64,2.88,2.9,0.499,0.545,12883,14770,0.5152,0.4848,0.5031,0.5123,0.0147,0.2982,0.0476,0.4717
Elise,Nidalee,60,76,2.8,2.53,0.495,0.492,14826,15384,0.5517,0.4483,0.5268,0.4819,0.1231,0.104,0.514,0.0465
Poppy,Lee Sin,78,64,2.92,2.67,0.515,0.529,14450,14047,0.525,0.475,0.4965,0.5123,0.0305,0.2982,0.0381,0.4717
Ekko,Lillia,245,876,2.93,2.51,0.49,0.471,17232,17507,0.5608,0.4392,0.494,0.454,0.0476,0.0152,0.0128,0.0037
Kayn,Nidalee,141,76,2.29,2.85,0.485,0.494,17422,17259,0.5084,0.4916,0.4961,0.4819,0.0639,0.104,0.013,0.0465
Wukong,Nidalee,62,76,2.65,2.82,0.486,0.509,14037,16653,0.4948,0.5052,0.4928,0.4819,0.0079,0.104,0.0097,0.0465
Karthus,Volibear,30,106,2.4,3.24,0.557,0.466,24879,12459,0.4697,0.5303,0.522,0.5031,0.0283,0.0147,0.0393,0.0476
Rengar,Master Yi,107,11,2.31,2.11,0.462,0.469,15618,16780,0.4674,0.5326,0.4819,0.466,0.0086,0.023,0.0111,0.0052
Olaf,Jax,2,24,2.45,2.18,0.478,0.444,16442,14826,0.5364,0.4636,0.4805,0.4894,0.0198,0.0052,0.0127,0.0239
Viego,Kindred,234,203,2.35,2.32,0.477,0.506,14905,17019,0.5039,0.4961,0.4786,0.5016,0.0718,0.1107,0.1371,0.0594
Kindred,Lee Sin,203,64,2.12,2.95,0.507,0.529,17182,14180,0.469,0.531,0.5016,0.5123,0.1107,0.2982,0.0594,0.4717
Gragas,Warwick,79,19,2.79,2.74,0.497,0.519,15510,13299,0.4448,0.5552,0.5147,0.51,0.0191,0.0223,0.0032,0.003
Kindred,Hecarim,203,120,2.42,2.59,0.512,0.503,18194,12631,0.5569,0.4431,0.5016,0.4491,0.1107,0.0182,0.0594,0.019
Ivern,Sejuani,427,113,3.6,3.4,0.459,0.518,8169,11602,0.4848,0.5152,0.5256,0.5138,0.009,0.0168,0.0018,0.0009
Karthus,Trundle,30,48,2.59,2.95,0.548,0.501,26317,12638,0.5119,0.4881,0.522,0.4991,0.0283,0.0085,0.0393,0.0007
Lillia,Rumble,876,68,2.46,2.97,0.484,0.514,16768,19008,0.435,0.565,0.454,0.4892,0.0152,0.1175,0.0037,0.2828
Xin Zhao,Rek'Sai,5,421,2.26,2.53,0.494,0.521,15216,14278,0.5192,0.4808,0.5188,0.5038,0.0734,0.0507,0.0173,0.0542
Gragas,Poppy,79,78,2.85,2.76,0.482,0.494,15318,13813,0.4593,0.5407,0.5147,0.4965,0.0191,0.0305,0.0032,0.0381
Rek'Sai,Elise,421,60,2.39,2.87,0.507,0.517,13641,15267,0.4718,0.5282,0.5038,0.5268,0.0507,0.1231,0.0542,0.514
Kindred,Lee Sin,203,64,2.12,2.95,0.507,0.529,17182,14180,0.469,0.531,0.5016,0.5123,0.1107,0.2982,0.0594,0.4717
Nunu & Willump,Wukong,20,62,3.12,2.62,0.527,0.495,11296,14661,0.5368,0.4632,0.505,0.4928,0.0373,0.0079,0.011,0.0097
Morgana,Diana,25,131,3.19,2.36,0.519,0.487,15416,17073,0.5187,0.4813,0.5135,0.4855,0.0793,0.0876,0.485,0.0866
Rek'Sai,Master Yi,421,11,2.72,2.02,0.505,0.465,14112,14615,0.5288,0.4712,0.5038,0.466,0.0507,0.023,0.0542,0.0052
Gwen,Fiddlesticks,887,9,2.45,3.09,0.477,0.511,17508,16573,0.4409,0.5591,0.4859,0.5293,0.0113,0.0349,0.2427,0.0151
Xin Zhao,Gwen,5,887,2.41,2.43,0.485,0.481,16658,16751,0.5536,0.4464,0.5188,0.4859,0.0734,0.0113,0.0173,0.2427
Evelynn,Ekko,28,245,3.08,2.79,0.508,0.5,20510,17114,0.5105,0.4895,0.5243,0.494,0.0339,0.0476,0.0203,0.0128
Shyvana,Lee Sin,102,64,2.52,3.02,0.466,0.524,18241,15071,0.4868,0.5132,0.4748,0.5123,0.0057,0.2982,0.0008,0.4717
Karthus,Lee Sin,30,64,2.41,3.0,0.566,0.527,25936,15359,0.4887,0.5113,0.522,0.5123,0.0283,0.2982,0.0393,0.4717
Shyvana,Master Yi,102,11,2.54,2.23,0.439,0.459,16055,16126,0.5013,0.4987,0.4748,0.466,0.0057,0.023,0.0008,0.0052
Jax,Karthus,24,30,2.39,2.56,0.453,0.565,13916,24196,0.5274,0.4726,0.4894,0.522,0.0052,0.0283,0.0239,0.0393
Morgana,Rammus,25,33,3.55,2.56,0.54,0.481,17097,10446,0.562,0.438,0.5135,0.5005,0.0793,0.0151,0.485,0.0178
Rumble,Vi,68,254,2.88,2.42,0.527,0.473,18713,13857,0.4915,0.5085,0.4892,0.4944,0.1175,0.0131,0.2828,0.0008
Karthus,Rumble,30,68,2.61,2.86,0.566,0.52,26301,19356,0.5315,0.4685,0.522,0.4892,0.0283,0.1175,0.0393,0.2828
Kha'Zix,Xin Zhao,121,5,2.53,2.2,0.493,0.478,16945,15848,0.4895,0.5105,0.5083,0.5188,0.0498,0.0734,0.0054,0.0173
Gwen,Kayn,887,141,2.45,2.72,0.459,0.504,18470,18655,0.4714,0.5286,0.4859,0.4961,0.0113,0.0639,0.2427,0.013
Kindred,Viego,203,234,2.32,2.35,0.506,0.477,17019,14905,0.4961,0.5039,0.5016,0.4786,0.1107,0.0718,0.0594,0.1371
Lee Sin,Shyvana,64,102,3.02,2.52,0.524,0.466,15071,18241,0.5132,0.4868,0.5123,0.4748,0.2982,0.0057,0.4717,0.0008
Fiddlesticks,Shaco,9,35,2.62,2.94,0.488,0.519,16406,15444,0.5113,0.4887,0.5293,0.5114,0.0349,0.0741,0.0151,0.287
Nocturne,Evelynn,56,28,2.48,3.06,0.492,0.522,15411,20521,0.4807,0.5193,0.498,0.5243,0.0378,0.0339,0.0236,0.0203
Wukong,Taliyah,62,163,2.3,2.92,0.483,0.531,11945,17167,0.4472,0.5528,0.4928,0.5241,0.0079,0.0269,0.0097,0.0032
Wukong,Rammus,62,33,2.88,2.73,0.507,0.509,14239,12430,0.5242,0.4758,0.4928,0.5005,0.0079,0.0151,0.0097,0.0178
Kindred,Jarvan IV,203,59,2.3,3.12,0.512,0.584,17664,11946,0.5031,0.4969,0.5016,0.5015,0.1107,0.0237,0.0594,0.0007
Vi,Lee Sin,254,64,2.38,2.89,0.486,0.534,14019,14309,0.5007,0.4993,0.4944,0.5123,0.0131,0.2982,0.0008,0.4717
Zac,Hecarim,154,120,3.91,2.88,0.54,0.521,14296,14675,0.5539,0.4461,0.5129,0.4491,0.0361,0.0182,0.0073,0.019
Rengar,Diana,107,131,2.55,2.3,0.48,0.487,16234,17641,0.4854,0.5146,0.4819,0.4855,0.0086,0.0876,0.0111,0.0866
Vi,Nocturne,254,56,2.47,2.71,0.485,0.505,14397,15082,0.5177,0.4823,0.4944,0.498,0.0131,0.0378,0.0008,0.0236
Kayn,Nunu & Willump,141,20,2.63,3.14,0.508,0.535,18366,12166,0.5073,0.4927,0.4961,0.505,0.0639,0.0373,0.013,0.011
Diana,Ivern,131,427,2.46,3.52,0.5,0.479,15824,7539,0.5251,0.4749,0.4855,0.5256,0.0876,0.009,0.0866,0.0018
Master Yi,Graves,11,104,2.15,2.46,0.453,0.47,15423,15013,0.5276,0.4724,0.466,0.4524,0.023,0.0537,0.0052,0.0228
Ivern,Udyr,427,77,3.35,2.62,0.465,0.405,7204,8687,0.5405,0.4595,0.5256,0.4838,0.009,0.0211,0.0018,0.0151
Sejuani,Graves,113,104,3.54,2.54,0.512,0.504,12009,16589,0.5477,0.4523,0.5138,0.4524,0.0168,0.0537,0.0009,0.0228
Rengar,Nunu & Willump,107,20,2.34,3.15,0.482,0.528,16497,11597,0.4383,0.5617,0.4819,0.505,0.0086,0.0373,0.0111,0.011
Udyr,Olaf,77,2,2.92,2.48,0.484,0.497,10873,16434,0.5092,0.4908,0.4838,0.4805,0.0211,0.0198,0.0151,0.0127
Diana,Jarvan IV,131,59,2.46,3.38,0.505,0.611,17911,13055,0.5101,0.4899,0.4855,0.5015,0.0876,0.0237,0.0866,0.0007
Hecarim,Jax,120,24,2.99,2.36,0.518,0.457,14189,15192,0.4828,0.5172,0.4491,0.4894,0.0182,0.0052,0.019,0.0239
Nocturne,Rammus,56,33,2.61,2.95,0.5,0.514,14974,13327,0.4816,0.5184,0.498,0.5005,0.0378,0.0151,0.0236,0.0178
Rumble,Diana,68,131,2.85,2.45,0.535,0.501,18257,17852,0.4805,0.5195,0.4892,0.4855,0.1175,0.0876,0.2828,0.0866
Karthus,Fiddlesticks,30,9,2.67,2.81,0.588,0.479,27081,16081,0.4922,0.5078,0.522,0.5293,0.0283,0.0349,0.0393,0.0151
Jax,Jarvan IV,24,59,2.29,3.12,0.454,0.591,14524,12332,0.5253,0.4747,0.4894,0.5015,0.0052,0.0237,0.0239,0.0007
Jarvan IV,Kayn,59,141,3.28,2.56,0.596,0.504,13704,17457,0.4778,0.5222,0.5015,0.4961,0.0237,0.0639,0.0007,0.013
Udyr,Gwen,77,887,2.96,2.37,0.491,0.471,11796,16613,0.5154,0.4846,0.4838,0.4859,0.0211,0.0113,0.0151,0.2427
Jax,Rek'Sai,24,421,2.1,2.78,0.458,0.516,14261,14913,0.4673,0.5327,0.4894,0.5038,0.0052,0.0507,0.0239,0.0542
Diana,Amumu,131,32,2.47,2.75,0.496,0.481,17413,12399,0.5014,0.4986,0.4855,0.4848,0.0876,0.0063,0.0866,0.0017
Trundle,Ivern,48,427,2.92,3.59,0.504,0.501,12424,8731,0.5,0.5,0.4991,0.5256,0.0085,0.009,0.0007,0.0018
Rengar,Amumu,107,32,2.31,2.86,0.453,0.463,15890,12455,0.4444,0.5556,0.4819,0.4848,0.0086,0.0063,0.0111,0.0017
Jax,Nocturne,24,56,2.28,2.84,0.455,0.505,14827,15093,0.4992,0.5008,0.4894,0.498,0.0052,0.0378,0.0239,0.0236
Amumu,Rengar,32,107,2.86,2.31,0.463,0.453,12455,15890,0.5556,0.4444,0.4848,0.4819,0.0063,0.0086,0.0017,0.0111
Evelynn,Gwen,28,887,3.09,2.33,0.511,0.462,19951,15957,0.5224,0.4776,0.5243,0.4859,0.0339,0.0113,0.0203,0.2427
Lee Sin,Volibear,64,106,2.9,2.88,0.545,0.499,14770,12883,0.4848,0.5152,0.5123,0.5031,0.2982,0.0147,0.4717,0.0476
Karthus,Diana,30,131,2.61,2.47,0.576,0.498,26045,18520,0.5108,0.4892,0.522,0.4855,0.0283,0.0876,0.0393,0.0866
Ekko,Amumu,245,32,2.72,2.76,0.506,0.481,17286,13596,0.4713,0.5287,0.494,0.4848,0.0476,0.0063,0.0128,0.0017
Warwick,Kindred,19,203,2.43,2.28,0.494,0.518,12289,18677,0.4988,0.5012,0.51,0.5016,0.0223,0.1107,0.003,0.0594
Rek'Sai,Amumu,421,32,2.67,2.52,0.504,0.496,14693,13008,0.5288,0.4712,0.5038,0.4848,0.0507,0.0063,0.0542,0.0017
Rumble,Wukong,68,62,2.75,2.66,0.529,0.487,19503,14455,0.4737,0.5263,0.4892,0.4928,0.1175,0.0079,0.2828,0.0097
Trundle,Fiddlesticks,48,9,2.87,2.97,0.502,0.488,12338,15940,0.438,0.562,0.4991,0.5293,0.0085,0.0349,0.0007,0.0151
Viego,Diana,234,131,2.48,2.46,0.493,0.499,16141,17506,0.5064,0.4936,0.4786,0.4855,0.0718,0.0876,0.1371,0.0866
Rammus,Shyvana,33,102,3.02,2.77,0.49,0.473,11784,18466,0.481,0.519,0.5005,0.4748,0.0151,0.0057,0.0178,0.0008
Zac,Rumble,154,68,3.77,2.73,0.529,0.535,13637,20059,0.5387,0.4613,0.5129,0.4892,0.0361,0.1175,0.0073,0.2828
Elise,Vi,60,254,2.8,2.36,0.504,0.48,15118,13277,0.499,0.501,0.5268,0.4944,0.1231,0.0131,0.514,0.0008
Graves,Morgana,104,25,2.39,3.09,0.467,0.499,15610,15063,0.4456,0.5544,0.4524,0.5135,0.0537,0.0793,0.0228,0.485
Hecarim,Ivern,120,427,2.67,3.69,0.511,0.507,12578,8439,0.4775,0.5225,0.4491,0.5256,0.0182,0.009,0.019,0.0018
Rek'Sai,Xin Zhao,421,5,2.53,2.26,0.521,0.494,14278,15216,0.4808,0.5192,0.5038,0.5188,0.0507,0.0734,0.0542,0.0173
Wukong,Xin Zhao,62,5,2.84,2.26,0.499,0.478,14040,15814,0.4934,0.5066,0.4928,0.5188,0.0079,0.0734,0.0097,0.0173
Udyr,Shyvana,77,102,3.0,2.51,0.454,0.451,10842,16630,0.5116,0.4884,0.4838,0.4748,0.0211,0.0057,0.0151,0.0008
Volibear,Diana,106,131,3.27,2.37,0.508,0.503,13006,17518,0.5294,0.4706,0.5031,0.4855,0.0147,0.0876,0.0476,0.0866
Nidalee,Vi,76,254,2.68,2.43,0.491,0.463,15807,13490,0.4589,0.5411,0.4819,0.4944,0.104,0.0131,0.0465,0.0008
Nidalee,Hecarim,76,120,2.69,2.8,0.501,0.499,16317,13245,0.4917,0.5083,0.4819,0.4491,0.104,0.0182,0.0465,0.019
Graves,Jarvan IV,104,59,2.41,3.53,0.476,0.587,15989,12613,0.4437,0.5563,0.4524,0.5015,0.0537,0.0237,0.0228,0.0007
